,Pokemon Id,Pokedex Number,Name,Classification,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Base Happiness,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Catch Rate,Experience Growth,Experience Growth Total,Experience Yield,Primary Egg Group,Secondary Egg Group,Egg Cycle Count,Pre-Evolution Pokemon Id,Evolution Details,#,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
214,341,217,Ursaring,"""Hibernator Pokemon""",1.8,125.8,"""Normal""",,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Quick Feet""","""Boosts the Speed stat if the Pokémon has a status condition.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,70,"""Gold""","""Johto""",90,130,75,75,75,55,500,0,2,0,0,0,0,2,60,"""Medium Fast""",1000000,175,"""Field""",,20,340.0,"""Level 30""",217,Normal,,500,90,130,75,75,75,55,2,False
215,342,218,Slugma,"""Lava Pokemon""",0.7,35.0,"""Fire""",,"""Magma Armor""","""The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50.0,50.0,70,"""Gold""","""Johto""",40,40,40,70,40,20,250,0,0,0,1,0,0,1,190,"""Medium Fast""",1000000,50,"""Amorphous""",,20,,,218,Fire,,250,40,40,40,70,40,20,2,False
216,343,219,Magcargo,"""Lava Pokemon""",0.8,55.0,"""Fire""","""Rock""","""Magma Armor""","""The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.""","""Flame Body""","""Contact with the Pokémon may burn the attacker.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50.0,50.0,70,"""Gold""","""Johto""",60,50,120,90,80,30,430,0,0,2,0,0,0,2,75,"""Medium Fast""",1000000,151,"""Amorphous""",,20,342.0,"""Level 38""",219,Fire,Rock,410,50,50,120,80,80,30,2,False
217,344,220,Swinub,"""Pig Pokemon""",0.4,6.5,"""Ice""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,50.0,50.0,70,"""Gold""","""Johto""",50,50,40,30,30,50,250,0,1,0,0,0,0,1,225,"""Slow""",1250000,50,"""Field""",,20,,,220,Ice,Ground,250,50,50,40,30,30,50,2,False
218,345,221,Piloswine,"""Swine Pokemon""",1.1,55.8,"""Ice""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Snow Cloak""","""Boosts evasiveness in a hailstorm.""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. """,50.0,50.0,70,"""Gold""","""Johto""",100,100,80,60,60,50,450,1,1,0,0,0,0,2,75,"""Slow""",1250000,158,"""Field""",,20,344.0,"""Level 33""",221,Ice,Ground,450,100,100,80,60,60,50,2,False
219,346,222,Corsola,"""Coral Pokemon""",0.6,5.0,"""Water""","""Rock""","""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Regenerator""","""Restores a little HP when withdrawn from battle.""",25.0,75.0,70,"""Gold""","""Johto""",65,55,95,65,95,35,410,0,0,1,0,1,0,2,60,"""Fast""",800000,144,"""Water 1""","""Water 3""",20,,,222,Water,Rock,380,55,55,85,65,85,35,2,False
220,347,223,Remoraid,"""Jet Pokemon""",0.6,12.0,"""Water""",,"""Hustle""","""Boosts the Attack stat, but lowers accuracy.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50.0,50.0,70,"""Gold""","""Johto""",35,65,35,65,35,65,300,0,0,0,1,0,0,1,190,"""Medium Fast""",1000000,60,"""Water 1""","""Water 2""",20,,,223,Water,,300,35,65,35,65,35,65,2,False
221,348,224,Octillery,"""Jet Pokemon""",0.9,28.5,"""Water""",,"""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50.0,50.0,70,"""Gold""","""Johto""",75,105,75,105,75,45,480,0,1,0,1,0,0,2,75,"""Medium Fast""",1000000,168,"""Water 1""","""Water 2""",20,347.0,"""Level 25""",224,Water,,480,75,105,75,105,75,45,2,False
222,349,225,Delibird,"""Delivery Pokemon""",0.9,16.0,"""Ice""","""Flying""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",,,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""",50.0,50.0,70,"""Gold""","""Johto""",45,55,45,65,45,75,330,0,0,0,0,0,1,1,45,"""Fast""",800000,116,"""Water 1""","""Field""",20,,,225,Ice,Flying,330,45,55,45,65,45,75,2,False
223,350,226,Mantine,"""Kite Pokemon""",2.1,220.0,"""Water""","""Flying""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""","""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50.0,50.0,70,"""Gold""","""Johto""",85,40,70,80,140,70,485,0,0,0,0,2,0,2,25,"""Slow""",1250000,170,"""Water 1""",,25,656.0,"""With Remoraid In The Party""",226,Water,Flying,465,65,40,70,80,140,70,2,False
224,351,227,Skarmory,"""Armor Bird Pokemon""",1.7,50.5,"""Steel""","""Flying""","""Keen Eye""","""Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""","""Weak Armor""","""Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.""",50.0,50.0,70,"""Gold""","""Johto""",65,80,140,40,70,70,465,0,0,2,0,0,0,2,25,"""Slow""",1250000,163,"""Flying""",,25,,,227,Steel,Flying,465,65,80,140,40,70,70,2,False
225,352,228,Houndour,"""Dark Pokemon""",0.6,10.8,"""Dark""","""Fire""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Gold""","""Johto""",45,60,30,80,50,65,330,0,0,0,1,0,0,1,120,"""Slow""",1250000,66,"""Field""",,20,,,228,Dark,Fire,330,45,60,30,80,50,65,2,False
226,353,229,Houndoom,"""Dark Pokemon""",1.4,35.0,"""Dark""","""Fire""","""Early Bird""","""The Pokémon awakens from sleep twice as fast as other Pokémon.""","""Flash Fire""","""Powers up the Pokémon's Fire-type moves if it's hit by one.""","""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Gold""","""Johto""",75,90,50,110,80,95,500,0,0,0,2,0,0,2,45,"""Slow""",1250000,175,"""Field""",,20,352.0,"""Level 24""",229,Dark,Fire,500,75,90,50,110,80,95,2,False
227,354,230,Kingdra,"""Dragon Pokemon""",1.8,152.0,"""Water""","""Dragon""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Sniper""","""Powers up moves if they become critical hits when attacking.""","""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",50.0,50.0,70,"""Gold""","""Johto""",75,95,95,95,95,85,540,0,1,0,1,1,0,3,45,"""Medium Fast""",1000000,243,"""Water 1""","""Dragon""",20,213.0,"""Dragon Scale""",230,Water,Dragon,540,75,95,95,95,95,85,2,False
228,355,231,Phanpy,"""Long Nose Pokemon""",0.5,33.5,"""Ground""",,"""Pickup""","""The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.""",,,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Gold""","""Johto""",90,60,60,40,40,40,330,1,0,0,0,0,0,1,120,"""Medium Fast""",1000000,66,"""Field""",,20,,,231,Ground,,330,90,60,60,40,40,40,2,False
229,356,232,Donphan,"""Armor Pokemon""",1.1,120.0,"""Ground""",,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",,,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,70,"""Gold""","""Johto""",90,120,120,60,60,50,500,0,1,1,0,0,0,2,60,"""Medium Fast""",1000000,175,"""Field""",,20,355.0,"""Level 25""",232,Ground,,500,90,120,120,60,60,50,2,False
230,357,233,Porygon2,"""Virtual Pokemon""",0.6,32.5,"""Normal""",,"""Trace""","""When it enters a battle, the Pokémon copies an opposing Pokémon's Ability.""","""Download""","""Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.""","""Analytic""","""Boosts move power when the Pokémon moves last.""",0.0,0.0,70,"""Gold""","""Johto""",85,80,90,105,95,60,515,0,0,0,2,0,0,2,45,"""Medium Fast""",1000000,180,"""Mineral""",,20,232.0,"""Upgrade""",233,Normal,,515,85,80,90,105,95,60,2,False
231,358,234,Stantler,"""Big Horn Pokemon""",1.4,71.2,"""Normal""",,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",50.0,50.0,70,"""Gold""","""Johto""",73,95,62,85,65,85,465,0,1,0,0,0,0,1,45,"""Slow""",1250000,163,"""Field""",,20,,,234,Normal,,465,73,95,62,85,65,85,2,False
232,359,235,Smeargle,"""Painter Pokemon""",1.2,58.0,"""Normal""",,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50.0,50.0,70,"""Gold""","""Johto""",55,20,35,20,45,75,250,0,0,0,0,0,1,1,45,"""Fast""",800000,88,"""Field""",,20,,,235,Normal,,250,55,20,35,20,45,75,2,False
233,360,236,Tyrogue,"""Scuffle Pokemon""",0.7,21.0,"""Fighting""",,"""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""","""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",100.0,0.0,70,"""Gold""","""Johto""",35,35,35,35,35,35,210,0,1,0,0,0,0,1,75,"""Medium Fast""",1000000,42,"""Undiscovered""",,25,,,236,Fighting,,210,35,35,35,35,35,35,2,False
234,361,237,Hitmontop,"""Handstand Pokemon""",1.4,48.0,"""Fighting""",,"""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""","""Technician""","""Powers up the Pokémon's weaker moves.""","""Steadfast""","""The Pokémon's determination boosts the Speed stat each time the Pokémon flinches.""",100.0,0.0,70,"""Gold""","""Johto""",50,95,95,35,110,70,455,0,0,0,0,2,0,2,45,"""Medium Fast""",1000000,159,"""Human-Like""",,25,360.0,"""Level 20 With Attack = Defense""",237,Fighting,,455,50,95,95,35,110,70,2,False
235,362,238,Smoochum,"""Kiss Pokemon""",0.4,6.0,"""Ice""","""Psychic""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Forewarn""","""When it enters a battle, the Pokémon can tell one of the moves an opposing Pokémon has.""","""Hydration""","""Heals status conditions if it's raining.""",0.0,100.0,70,"""Gold""","""Johto""",45,30,15,85,65,65,305,0,0,0,1,0,0,1,45,"""Medium Fast""",1000000,61,"""Undiscovered""",,25,,,238,Ice,Psychic,305,45,30,15,85,65,65,2,False
236,363,239,Elekid,"""Electric Pokemon""",0.6,23.5,"""Electric""",,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""",,,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",75.0,25.0,70,"""Gold""","""Johto""",45,63,37,65,55,95,360,0,0,0,0,0,1,1,45,"""Medium Fast""",1000000,72,"""Undiscovered""",,25,,,239,Electric,,360,45,63,37,65,55,95,2,False
237,364,240,Magby,"""Live Coal Pokemon""",0.7,21.4,"""Fire""",,"""Flame Body""","""Contact with the Pokémon may burn the attacker.""",,,"""Vital Spirit""","""The Pokémon is full of vitality, and that prevents it from falling asleep.""",75.0,25.0,70,"""Gold""","""Johto""",45,75,37,70,55,83,365,0,0,0,0,0,1,1,45,"""Medium Fast""",1000000,73,"""Undiscovered""",,25,,,240,Fire,,365,45,75,37,70,55,83,2,False
238,365,241,Miltank,"""Milk Cow Pokemon""",1.2,75.5,"""Normal""",,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Scrappy""","""The Pokémon can hit Ghost-type Pokémon with Normal- and Fighting-type moves.""","""Sap Sipper""","""Boosts the Attack stat if hit by a Grass-type move instead of taking damage.""",0.0,100.0,70,"""Gold""","""Johto""",95,80,105,40,70,100,490,0,0,2,0,0,0,2,45,"""Slow""",1250000,172,"""Field""",,20,,,241,Normal,,490,95,80,105,40,70,100,2,False
239,366,242,Blissey,"""Happiness Pokemon""",1.5,46.8,"""Normal""",,"""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Serene Grace""","""Boosts the likelihood of additional effects occurring when attacking.""","""Healer""","""Sometimes heals an ally's status condition.""",0.0,100.0,140,"""Gold""","""Johto""",255,10,10,75,135,55,540,3,0,0,0,0,0,3,30,"""Fast""",800000,608,"""Fairy""",,40,147.0,,242,Normal,,540,255,10,10,75,135,55,2,False
240,367,243,Raikou,"""Thunder Pokemon""",1.9,178.0,"""Electric""",,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",0.0,0.0,35,"""Gold""","""Johto""",90,85,75,115,100,115,580,0,0,0,1,0,2,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,243,Electric,,580,90,85,75,115,100,115,2,True
241,368,244,Entei,"""Volcano Pokemon""",2.1,198.0,"""Fire""",,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",0.0,0.0,35,"""Gold""","""Johto""",115,115,85,90,75,100,580,1,2,0,0,0,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,244,Fire,,580,115,115,85,90,75,100,2,True
242,369,245,Suicune,"""Aurora Pokemon""",2.0,187.0,"""Water""",,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""",0.0,0.0,35,"""Gold""","""Johto""",100,75,115,90,115,85,580,0,0,1,0,2,0,3,3,"""Slow""",1250000,261,"""Undiscovered""",,80,,,245,Water,,580,100,75,115,90,115,85,2,True
243,370,246,Larvitar,"""Rock Skin Pokemon""",0.6,72.0,"""Rock""","""Ground""","""Guts""","""It's so gutsy that having a status condition boosts the Pokémon's Attack stat.""",,,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",50.0,50.0,35,"""Gold""","""Johto""",50,64,50,45,50,41,300,0,1,0,0,0,0,1,45,"""Slow""",1250000,60,"""Monster""",,40,,,246,Rock,Ground,300,50,64,50,45,50,41,2,False
244,371,247,Pupitar,"""Hard Shell Pokemon""",1.2,152.0,"""Rock""","""Ground""","""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",,,,,50.0,50.0,35,"""Gold""","""Johto""",70,84,70,65,70,51,410,0,2,0,0,0,0,2,45,"""Slow""",1250000,144,"""Monster""",,40,370.0,"""Level 30""",247,Rock,Ground,410,70,84,70,65,70,51,2,False
245,372,248,Tyranitar,"""Armor Pokemon""",2.0,202.0,"""Rock""","""Dark""","""Sand Stream""","""The Pokémon summons a sandstorm when it enters a battle.""",,,"""Unnerve""","""Unnerves opposing Pokémon and makes them unable to eat Berries.""",50.0,50.0,35,"""Gold""","""Johto""",100,134,110,95,100,61,600,0,3,0,0,0,0,3,45,"""Slow""",1250000,270,"""Monster""",,40,371.0,"""Level 55""",248,Rock,Dark,600,100,134,110,95,100,61,2,False
246,373,249,Lugia,"""Diving Pokemon""",5.2,216.0,"""Psychic""","""Flying""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",,,"""Multiscale""","""Reduces the amount of damage the Pokémon takes while its HP is full.""",0.0,0.0,0,"""Gold""","""Johto""",106,90,130,90,154,110,680,0,0,0,0,3,0,3,3,"""Slow""",1250000,306,"""Undiscovered""",,120,,,249,Psychic,Flying,680,106,90,130,90,154,110,2,True
247,375,251,Celebi,"""Time Travel Pokemon""",0.6,5.0,"""Psychic""","""Grass""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",,,,,0.0,0.0,100,"""Gold""","""Johto""",100,100,100,100,100,100,600,3,0,0,0,0,0,3,45,"""Medium Slow""",1059860,270,"""Undiscovered""",,120,,,251,Psychic,Grass,600,100,100,100,100,100,100,2,False
248,380,252,Treecko,"""Wood Gecko Pokemon""",0.5,5.0,"""Grass""",,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",87.5,12.5,70,"""Ruby""","""Hoenn""",40,45,35,65,55,70,310,0,0,0,0,0,1,1,45,"""Medium Slow""",1059860,62,"""Monster""","""Dragon""",20,,,252,Grass,,310,40,45,35,65,55,70,3,False
249,381,253,Grovyle,"""Wood Gecko Pokemon""",0.9,21.6,"""Grass""",,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",87.5,12.5,70,"""Ruby""","""Hoenn""",50,65,45,85,65,95,405,0,0,0,0,0,2,2,45,"""Medium Slow""",1059860,142,"""Monster""","""Dragon""",20,380.0,"""Level 16""",253,Grass,,405,50,65,45,85,65,95,3,False
250,382,254,Sceptile,"""Forest Pokemon""",1.7,52.2,"""Grass""",,"""Overgrow""","""Powers up Grass-type moves when the Pokémon's HP is low.""",,,"""Unburden""","""Boosts the Speed stat if the Pokémon's held item is used or lost.""",87.5,12.5,70,"""Ruby""","""Hoenn""",70,85,65,105,85,120,530,0,0,0,0,0,3,3,45,"""Medium Slow""",1059860,239,"""Monster""","""Dragon""",20,381.0,"""Level 36""",254,Grass,,530,70,85,65,105,85,120,3,False
251,383,255,Torchic,"""Chick Pokemon""",0.4,2.5,"""Fire""",,"""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Speed Boost""","""Its Speed stat is boosted every turn.""",87.5,12.5,70,"""Ruby""","""Hoenn""",45,60,40,70,50,45,310,0,0,0,1,0,0,1,45,"""Medium Slow""",1059860,62,"""Field""",,20,,,255,Fire,,310,45,60,40,70,50,45,3,False
252,384,256,Combusken,"""Young Fowl Pokemon""",0.9,19.5,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Speed Boost""","""Its Speed stat is boosted every turn.""",87.5,12.5,70,"""Ruby""","""Hoenn""",60,85,60,85,60,55,405,0,1,0,1,0,0,2,45,"""Medium Slow""",1059860,142,"""Field""",,20,383.0,"""Level 16""",256,Fire,Fighting,405,60,85,60,85,60,55,3,False
253,385,257,Blaziken,"""Blaze Pokemon""",1.9,52.0,"""Fire""","""Fighting""","""Blaze""","""Powers up Fire-type moves when the Pokémon's HP is low. """,,,"""Speed Boost""","""Its Speed stat is boosted every turn.""",87.5,12.5,70,"""Ruby""","""Hoenn""",80,120,70,110,70,80,530,0,3,0,0,0,0,3,45,"""Medium Slow""",1059860,239,"""Field""",,20,384.0,"""Level 36""",257,Fire,Fighting,530,80,120,70,110,70,80,3,False
254,386,258,Mudkip,"""Mud Fish Pokemon""",0.4,7.6,"""Water""",,"""Torrent""","""Powers up Water-type moves when the Pokémon's HP is low. """,,,"""Damp""","""Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.""",87.5,12.5,70,"""Ruby""","""Hoenn""",50,70,50,50,50,40,310,0,1,0,0,0,0,1,45,"""Medium Slow""",1059860,62,"""Monster""","""Water 1""",20,,,258,Water,,310,50,70,50,50,50,40,3,False
